Country Name,Country Code,Year,Value
Rwanda,RWA,2013.0,10.7
Rwanda,RWA,2014.0,9.6
Rwanda,RWA,2015.0,8.8
Rwanda,RWA,2016.0,9.1
Rwanda,RWA,2017.0,9.1
Rwanda,RWA,2018.0,9.1
Rwanda,RWA,2019.0,9.1
Rwanda,RWA,2020.0,9.1
Rwanda,RWA,2021.0,9.1
Rwanda,RWA,2022.0,9.1
Rwanda,RWA,2023.0,9.1
Rwanda,RWA,2024.0,9.1
